"simulacion","acciones.CRC","bonos.cero.cupon.CRC","bonos.cuponados.CRC","acciones.USD","bonos.cero.cupon.USD","bonos.cuponados.USD","portafolio.CRC","portafolio.USD","tipo.cambio","total.portafolio","total.portafolio.TCF","Ut.tasa.corta.CRC","Ut.tasa.corta.USD"
157,15562036.2361616,30041424.192936,221751144.499226,64001.0389155454,37865.7108523044,47794.1125863834,267354604.928324,149660.862354233,601.857259963179,357429081.468569,341914149.944579,37,47
158,13799748.8452063,31061843.8424585,226788702.572701,126291.576451414,36658.5546208769,45225.8266173567,271650295.260365,208175.957689648,601.857259963179,396942506.745667,375361475.621771,39,39
159,58373275.1742174,29523847.086173,219104848.819066,97876.6562573047,38179.0424587684,48464.9307859523,307001971.079457,184520.629502025,601.857259963179,418057051.558227,398928303.491071,36,49
160,10851273.3194782,32449420.5444035,233864075.156914,106555.910471437,37402.645122562,46802.9347715647,277164769.020796,190761.490365564,601.857259963179,391975956.918707,372200235.906016,41,44
161,36093841.0566799,33161792.6899299,237136191.788629,69676.358322211,36820.2712226478,45557.5991749262,306391825.535239,152054.228719785,601.857259963179,397906766.998343,382143721.741148,42,40
162,12237027.6807518,34023526.4916841,241354161.762713,116004.801252593,37711.7087460505,47464.2698839099,287614715.935149,201180.779882553,601.857259963179,408696828.872518,387840968.664838,43,46
163,36093841.0566799,32457430.5567606,233933355.291119,38441.1616788459,36095.7164110894,44044.2816435044,302484626.904559,118581.15973344,601.857259963179,373853558.784983,361560574.872161,41,35
164,15562036.2361616,30650464.7130918,225097495.20456,38441.1616788459,36675.587621778,45251.5957291806,271309996.153813,120368.345029805,601.857259963179,343754558.479754,331276301.964211,38,39
165,15562036.2361616,28110343.8855117,211022587.744175,32433.9365883598,36812.4839296091,45550.2859901939,254694967.865848,114796.706508163,601.857259963179,323786199.097648,311885539.08115,33,40
166,12237027.6807518,33192516.6004111,237368216.486353,41849.948076495,37412.1272691448,46816.4710903774,282797760.767516,126078.546436017,601.857259963179,358679049.265637,345608831.816475,42,44
167,15562036.2361616,33894185.0555326,240457324.88611,49601.152048784,37110.1921178088,46179.0267530193,289913546.177805,132890.370919612,601.857259963179,369894580.694973,356118200.066246,43,42
168,9622445.5583469,35773717.4487544,249229002.643909,53999.5553495007,36957.1066165732,45849.0310338836,294625165.65101,136805.692999958,601.857259963179,376962665.187328,362780393.846659,45,41
169,19790506.1697733,44436756.5223102,283903974.418841,29792.1086543674,37868.3839446939,47789.6696994851,348131237.110925,115450.162298546,601.857259963179,417615755.454232,405647353.466438,52,47
170,13799748.8452063,37789029.0576701,257783327.533728,75854.9390964018,37104.9630161301,46167.6935656515,309372105.436604,159127.595678183,601.857259963179,405144204.156004,388647882.327518,47,42
171,2892897.61628449,33201748.7614506,237406921.738815,69676.358322211,36526.32324889,44943.2500610873,273501568.11655,151145.931632188,601.857259963179,364469844.383281,348800959.79639,42,38
172,12237027.6807518,38918750.7495333,262400009.886305,49601.1520487839,37258.6182915491,46487.180139985,313555788.31659,133346.950480318,601.857259963179,393811618.55712,379987905.576379,48,43
173,15562036.2361616,34014286.4799714,241302552.327753,41849.948076495,38181.5931859424,48471.8400138102,290878875.043886,128503.381276248,601.857259963179,368219567.994812,354897974.5619,43,49
174,10851273.3194782,33852791.4623338,240162068.766957,25136.4766497422,37865.1033996498,47789.0235053826,284866133.548769,110790.603554775,601.857259963179,351546262.633913,340060904.333722,43,47
175,7566499.06651688,35609767.3926337,248011099.086761,126291.576451414,35821.5095885354,43466.8254852214,291187365.545912,205579.911525171,601.857259963179,414917127.799924,393605221.668637,45,33
176,51762926.4224746,38976749.4590249,262882704.825944,41849.948076495,37868.1409160437,47794.6727610742,353622380.707443,127512.761753613,601.857259963179,430366862.10681,417147963.485476,48,47
177,40703180.0887759,33205443.5650566,237479238.642521,58787.9889377545,36521.8205635438,44937.114420949,311387862.296353,140246.923922247,601.857259963179,395796491.646461,381257477.325178,42,38
178,10851273.3194782,33137268.8047152,236923127.01948,41849.948076495,37115.9097912822,46182.2761260487,280911669.143673,125148.133993826,601.857259963179,356232982.158702,343259218.018057,42,42
179,7566499.06651688,34820248.577487,244833834.202639,35310.029740494,36524.0108857036,44938.5154839308,287220581.846643,116772.556110128,601.857259963179,357500992.505982,345395501.575148,44,38
180,28381975.5597865,29497620.1303214,218877039.801307,58787.9889377545,36810.5377552039,45550.2484974605,276756635.491415,141148.775190419,601.857259963179,361708050.574679,347075543.80353,36,40
181,28381975.5597865,34882275.2508507,245167579.530655,45561.0100609715,35825.0420156817,43475.8126571349,308431830.341293,124861.864733788,601.857259963179,383580850.123863,370636762.733018,44,33
182,32006476.1373305,34874889.3374359,245291769.367149,41849.948076495,38341.9210202148,48814.6856449961,312173134.841916,129006.554741706,601.857259963179,389816666.396049,376442910.348686,44,50
183,22317839.0853814,31748876.4893061,230311301.372176,75854.9390964018,36237.617055117,44338.5781717525,284378016.946863,156431.134323271,601.857259963179,378527230.823599,362310443.755374,40,36
184,25167923.3046459,38908401.0622764,262388198.847764,53999.5553495007,36962.9448965564,45862.9531883532,326464523.214686,136825.45343441,601.857259963179,408813915.71194,394629595.861175,48,41
185,25167923.304646,35779854.86,249260674.049272,49601.152048784,36811.8757222323,45550.0887676436,310208452.213918,131963.11653866,601.857259963179,389631411.950078,375951157.242313,45,40
186,19790506.1697733,29932725.2474441,221107718.234252,69676.3583222109,37554.6846959517,47132.8549024623,270830949.651469,154363.897920625,601.857259963179,363735982.291212,347733499.956545,37,45
187,10851273.3194782,31201000.2597179,227855850.365806,89904.3497233172,36957.4714406588,45859.444493688,269908123.945002,172721.265657664,601.857259963179,373861671.631096,355956131.282994,39,41
188,28381975.5597865,36649906.1031195,252692150.002116,82581.4081544014,38178.6781056097,48465.3395322551,317724031.665022,169225.425792266,601.857259963179,419573582.748458,402030446.540471,46,49
189,19790506.1697733,28911737.3794477,215446358.201444,82581.4081544014,35954.9072647163,43752.9484302763,264148601.750665,162289.263849394,601.857259963179,361823573.412503,344999490.107795,35,34
190,17549375.3206771,33981079.7595097,241130149.720456,116004.801252593,37569.5161168936,47151.1978814095,292660604.800643,200725.515250896,601.857259963179,413468713.414245,392660049.243487,43,45
191,36093841.0566799,31199134.5244543,227767780.967097,45561.0100609715,38020.1076864037,48126.3597077988,295060756.548232,131707.477455174,601.857259963179,374329858.046065,360676104.741625,39,48
192,12237027.6807518,33178374.0614985,237307224.125766,58787.9889377545,36380.377804203,44636.8155515098,282722625.868016,139805.182293467,601.857259963179,366865389.811815,352372169.634799,42,37
193,28381975.5597864,35701527.2703551,248628342.45416,75854.9390964018,36675.3441532533,45254.3290709854,312711845.284302,157784.612320641,601.857259963179,407675659.719955,391318561.296322,45,39
194,19790506.1697733,47839266.0727599,296062016.774437,82581.4081544014,36662.2028769433,45233.6724413267,363691789.01697,164477.283472671,601.857259963179,462683636.174019,445632726.87022,54,39
195,6709648.09301686,34829440.665846,244987374.809588,58787.9889377545,37410.7896700068,46812.0457668916,286526463.568451,143010.824374653,601.857259963179,372598566.471655,357773026.163659,44,44
196,45901151.5770143,31688627.4632168,229931178.87301,38441.1616788459,36667.7986413097,45244.5549807662,307520957.913241,120353.515300922,601.857259963179,379956594.85919,367479875.701007,40,39
197,9622445.5583469,42826221.5435787,277584235.047026,64001.0389155453,37259.5911355097,46494.0456001482,330032902.148951,147754.675651203,601.857259963179,418960126.383133,403642804.011624,51,43
198,6709648.09301686,37759763.2699459,257519933.491808,41849.948076495,37254.2412962334,46484.0717428473,301989344.854771,125588.261115576,601.857259963179,377575551.573332,364556160.65994,47,43
199,5949829.25873124,29888278.819932,220648127.091843,97876.6562573047,36817.107133941,45557.0596356475,256486235.170506,180250.823026893,601.857259963179,364971501.62358,346285392.694274,37,40
200,12237027.6807518,29978573.33984,221366236.118886,64001.0389155453,38662.1975792003,49510.7244267814,263581837.139478,152173.960921527,601.857259963179,355168840.297452,339393382.730973,37,52
201,19790506.1697733,36752362.2475514,253462101.102881,126291.576451414,37717.7859308263,47468.0800380277,310004969.520206,211477.442420268,601.857259963179,437284203.559289,415360916.559559,46,46
202,25167923.304646,27271260.6468555,206076028.240182,106555.910471437,36238.4691132939,44341.1854198725,258515212.191684,187135.565004604,601.857259963179,371144110.587016,351744279.321327,31,36
203,10851273.3194782,32413132.7756634,233600623.931244,69676.358322211,37111.2868181047,46172.4393176957,276865030.026385,152960.084458011,601.857259963179,368925167.342021,353068214.502522,41,42
204,19790506.1697733,31738403.9523481,230293329.710095,53999.5553495007,37565.2596585312,47143.3619106421,281822239.832216,138708.176918674,601.857259963179,365304763.126977,350925266.49133,40,45
205,15562036.2361616,32421119.1933027,233540030.155426,75854.9390964018,37560.6397663087,47133.5528603369,281523185.58489,160549.131723047,601.857259963179,378150846.093191,361507157.517995,41,45
206,10851273.3194782,32511170.2468271,234296731.256806,126291.576451414,36669.988872208,45245.8302833633,277659174.823111,208207.395606985,601.857259963179,402970307.447201,381386017.240555,41,39
207,12237027.6807518,35806895.9554953,249426723.13635,89904.3497233172,37406.5344883904,46811.5651317504,297470646.772597,174122.449343458,601.857259963179,402267507.032528,384216709.811015,45,44
208,25167923.304646,34027224.4372083,241370313.930561,82581.4081544013,37111.2868181047,46175.2736582001,300565461.672415,165867.968630706,601.857259963179,400394302.788151,383199224.964547,43,42
209,45901151.5770144,33989680.3019754,241104329.241552,69676.358322211,36811.754083798,45550.2093043216,320995161.120542,152038.321710331,601.857259963179,412500528.834522,396739132.613412,43,40
210,4678579.60423305,36673613.9179361,252912939.728474,75854.9390964018,37714.6254787302,47466.8939406091,294265133.250643,161036.458515741,601.857259963179,391186094.927101,374491886.5186,46,46
211,8532773.60152262,31170561.6007472,227572054.300496,53999.5553495007,37254.9707042683,46485.5909157535,267275389.502766,137740.116969523,601.857259963179,350175278.88905,335896138.375812,39,43
212,51762926.4224746,33145846.5859147,237040379.030608,75854.9390964018,36955.5258175916,45849.7828680567,321949152.038997,158660.24778205,601.857259963179,417439974.034181,400992100.881537,42,41
213,17549375.3206771,33970030.7617844,241034941.714976,69676.358322211,36390.2394711852,44648.3208706917,292554347.797438,150714.918664088,601.857259963179,383263215.780179,367639013.1267,43,37
214,28381975.5597864,33997056.988766,241101444.202096,58787.9889377545,36669.2587587377,45245.2178398117,303480476.750649,140702.465536304,601.857259963179,388163277.128392,373577038.05618,43,39
215,12237027.6807518,35661943.047015,248397615.261555,45561.0100609715,37405.8051532927,46810.442321749,296296585.989322,129777.257536013,601.857259963179,374403970.615483,360950317.921188,45,44
216,32006476.1373305,33199286.1747754,237360547.520964,75854.9390964018,36521.8205635438,44941.5686230189,302566309.83307,157318.328282964,601.857259963179,397249487.835443,380940727.80036,42,38
217,28381975.5597865,32415589.5820542,233648512.197849,41849.948076495,37114.4497468582,46180.967685812,294446077.33969,125145.365509165,601.857259963179,369765724.122127,356792246.982701,41,42
218,6709648.09301686,35735733.9161223,248859209.263775,41849.948076495,36668.893715692,45246.8403376239,291304591.272914,123765.682129811,601.857259963179,365793865.597036,352963416.453164,45,39
219,28381975.5597865,37740291.7294491,257423514.090371,64001.0389155454,35685.040667334,43190.0148765018,323545781.379607,142876.094459381,601.857259963179,409536796.10517,394725222.878326,47,32
220,13799748.8452063,33951637.8492146,240789324.007432,69676.358322211,37107.5165293684,46171.9811917032,288540710.701853,152955.856043283,601.857259963179,380598303.115385,364741788.624056,43,42
221,15562036.2361616,28523841.3743732,213380933.684092,64001.0389155454,38025.938916059,48133.8842726994,257466811.294627,150160.862104304,601.857259963179,347842216.314432,332275451.18637,34,48
222,32006476.1373305,33974940.1997942,240990944.140939,64001.0389155454,36240.1733787653,44346.4282932668,306972360.478063,144587.640587577,601.857259963179,393993481.666644,379004477.142389,43,36
223,32006476.1373305,31134009.7896789,227279431.509534,82581.4081544014,36813.4571141247,45555.2572641145,290419917.436543,164950.122532641,601.857259963179,389696346.214629,372596418.981079,39,40
224,17549375.3206771,35744300.5534509,249050225.371959,69676.358322211,37116.1531462147,46188.0865756178,302343901.246087,152980.598044043,601.857259963179,394416384.812403,378557305.385649,45,42
225,12237027.6807518,34738437.7501143,244219035.861545,45561.0100609715,37407.1422954957,46812.1144183722,291194501.292411,129780.266774839,601.857259963179,369303697.050806,355849732.396968,44,44
226,40703180.0887759,32424806.9834464,233652464.756338,69676.358322211,37103.1393516741,46170.5600803755,306780451.82856,152950.057754261,601.857259963179,398834554.499749,382978641.101155,41,42
227,13799748.8452063,37747589.906465,257502074.053428,162955.733189884,36381.2297842782,44638.7330906053,309049412.805099,243975.696064768,601.857259963179,455887956.73625,430595664.827606,47,37
228,5949829.25873124,29039478.6999884,216410575.281231,162955.733189884,38337.3060147918,48808.8126017411,251399883.239951,250101.851806417,601.857259963179,401925498.479878,375998124.79139,35,50
